pt,eta,efficiency
"[0, 300)","[0, 0.6)",0.642440269891194
"[0, 300)","[0.6, 1.2)",0.6877391639333844
"[0, 300)","[1.2, 2.4)",0.5952681264229774
"[300, 600)","[0, 0.6)",0.6194229017222816
"[300, 600)","[0.6, 1.2)",0.6472069736918751
"[300, 600)","[1.2, 2.4)",0.6289507006369276
"[600, 1200)","[0, 0.6)",0.570940242430188
"[600, 1200)","[0.6, 1.2)",0.6398838261285962
"[600, 1200)","[1.2, 2.4)",0.6618453107205495
