pt,eta,efficiency
"[0, 250)","[-3, -2.25)",1.0
"[0, 250)","[-2.25, -1.5)",
"[0, 250)","[-1.5, -0.75)",
"[0, 250)","[-0.75, 0)",
"[0, 250)","[0, 0.75)",
"[0, 250)","[0.75, 1.5)",
"[0, 250)","[1.5, 2.25)",
"[0, 250)","[2.25, 3)",
"[250, 500)","[-3, -2.25)",0.5238095238095238
"[250, 500)","[-2.25, -1.5)",-1.0
"[250, 500)","[-1.5, -0.75)",
"[250, 500)","[-0.75, 0)",
"[250, 500)","[0, 0.75)",
"[250, 500)","[0.75, 1.5)",
"[250, 500)","[1.5, 2.25)",
"[250, 500)","[2.25, 3)",
"[500, 750)","[-3, -2.25)",0.5757575757575758
"[500, 750)","[-2.25, -1.5)",0.29411764705882354
"[500, 750)","[-1.5, -0.75)",
"[500, 750)","[-0.75, 0)",
"[500, 750)","[0, 0.75)",
"[500, 750)","[0.75, 1.5)",
"[500, 750)","[1.5, 2.25)",
"[500, 750)","[2.25, 3)",
"[750, 1000)","[-3, -2.25)",0.6409495548961425
"[750, 1000)","[-2.25, -1.5)",0.39285714285714285
"[750, 1000)","[-1.5, -0.75)",0.5
"[750, 1000)","[-0.75, 0)",
"[750, 1000)","[0, 0.75)",
"[750, 1000)","[0.75, 1.5)",
"[750, 1000)","[1.5, 2.25)",
"[750, 1000)","[2.25, 3)",
"[1000, 1250)","[-3, -2.25)",0.7095709570957096
"[1000, 1250)","[-2.25, -1.5)",0.7
"[1000, 1250)","[-1.5, -0.75)",0.5
"[1000, 1250)","[-0.75, 0)",
"[1000, 1250)","[0, 0.75)",
"[1000, 1250)","[0.75, 1.5)",
"[1000, 1250)","[1.5, 2.25)",
"[1000, 1250)","[2.25, 3)",
"[1250, 1500)","[-3, -2.25)",0.5751633986928104
"[1250, 1500)","[-2.25, -1.5)",0.5
"[1250, 1500)","[-1.5, -0.75)",
"[1250, 1500)","[-0.75, 0)",
"[1250, 1500)","[0, 0.75)",
"[1250, 1500)","[0.75, 1.5)",
"[1250, 1500)","[1.5, 2.25)",
"[1250, 1500)","[2.25, 3)",
"[1500, 1750)","[-3, -2.25)",0.603448275862069
"[1500, 1750)","[-2.25, -1.5)",0.16666666666666666
"[1500, 1750)","[-1.5, -0.75)",
"[1500, 1750)","[-0.75, 0)",
"[1500, 1750)","[0, 0.75)",
"[1500, 1750)","[0.75, 1.5)",
"[1500, 1750)","[1.5, 2.25)",
"[1500, 1750)","[2.25, 3)",
"[1750, 2000)","[-3, -2.25)",-1.0
"[1750, 2000)","[-2.25, -1.5)",
"[1750, 2000)","[-1.5, -0.75)",
"[1750, 2000)","[-0.75, 0)",
"[1750, 2000)","[0, 0.75)",
"[1750, 2000)","[0.75, 1.5)",
"[1750, 2000)","[1.5, 2.25)",
"[1750, 2000)","[2.25, 3)",
