pt,eta,efficiency
"[0, 200)","[-2.4, -1.8)",0.0
"[0, 200)","[-1.8, -1.2)",0.3333333333333333
"[0, 200)","[-1.2, -0.6)",0.125
"[0, 200)","[-0.6, 0)",0.0
"[0, 200)","[0, 0.6)",0.0
"[0, 200)","[0.6, 1.2)",0.0
"[0, 200)","[1.2, 1.8)",0.39748953974895396
"[0, 200)","[1.8, 2.4)",0.45652173913043476
"[200, 400)","[-2.4, -1.8)",0.0
"[200, 400)","[-1.8, -1.2)",0.0
"[200, 400)","[-1.2, -0.6)",0.0
"[200, 400)","[-0.6, 0)",0.540650406504065
"[200, 400)","[0, 0.6)",0.526829268292683
"[200, 400)","[0.6, 1.2)",0.5
"[200, 400)","[1.2, 1.8)",0.0
"[200, 400)","[1.8, 2.4)",0.0
"[400, 800)","[-2.4, -1.8)",0.5265486725663717
"[400, 800)","[-1.8, -1.2)",0.5488721804511278
"[400, 800)","[-1.2, -0.6)",0.25
"[400, 800)","[-0.6, 0)",0.0
"[400, 800)","[0, 0.6)",1.0
"[400, 800)","[0.6, 1.2)",0.5440115440115441
"[400, 800)","[1.2, 1.8)",0.483271375464684
"[400, 800)","[1.8, 2.4)",0.0
"[800, 1600)","[-2.4, -1.8)",0.0
"[800, 1600)","[-1.8, -1.2)",0.6666666666666666
"[800, 1600)","[-1.2, -0.6)",0.5158730158730159
"[800, 1600)","[-0.6, 0)",0.4491525423728814
"[800, 1600)","[0, 0.6)",0.0
"[800, 1600)","[0.6, 1.2)",0.0
"[800, 1600)","[1.2, 1.8)",0.0
"[800, 1600)","[1.8, 2.4)",0.48031496062992124
"[1600, 3200)","[-2.4, -1.8)",0.37333333333333335
"[1600, 3200)","[-1.8, -1.2)",0.0
"[1600, 3200)","[-1.2, -0.6)",0.0
"[1600, 3200)","[-0.6, 0)",0.0
"[1600, 3200)","[0, 0.6)",0.3404255319148936
"[1600, 3200)","[0.6, 1.2)",0.3333333333333333
"[1600, 3200)","[1.2, 1.8)",0.0
"[1600, 3200)","[1.8, 2.4)",0.0
