pt,eta,efficiency
"[0, 200)","[-2.4, -1.8)",0.40718562874251496
"[0, 200)","[-1.8, -1.2)",0.4642857142857143
"[0, 200)","[-1.2, -0.6)",0.0
"[0, 200)","[-0.6, 0)",0.0
"[0, 200)","[0, 0.6)",0.0
"[0, 200)","[0.6, 1.2)",0.5387228260869565
"[0, 200)","[1.2, 1.8)",0.4744186046511628
"[0, 200)","[1.8, 2.4)",0.6666666666666666
"[200, 400)","[-2.4, -1.8)",0.0
"[200, 400)","[-1.8, -1.2)",0.0
"[200, 400)","[-1.2, -0.6)",0.5972375690607735
"[200, 400)","[-0.6, 0)",0.5358948432760364
"[200, 400)","[0, 0.6)",0.4
"[200, 400)","[0.6, 1.2)",0.0
"[200, 400)","[1.2, 1.8)",0.0
"[200, 400)","[1.8, 2.4)",0.6048984241503702
"[400, 800)","[-2.4, -1.8)",0.5565902578796562
"[400, 800)","[-1.8, -1.2)",0.35294117647058826
"[400, 800)","[-1.2, -0.6)",0.0
"[400, 800)","[-0.6, 0)",0.0
"[400, 800)","[0, 0.6)",0.6109928391716664
"[400, 800)","[0.6, 1.2)",0.5785569790964261
"[400, 800)","[1.2, 1.8)",0.4594594594594595
"[400, 800)","[1.8, 2.4)",0.0
"[800, 1600)","[-2.4, -1.8)",0.0
"[800, 1600)","[-1.8, -1.2)",0.5983969043670536
"[800, 1600)","[-1.2, -0.6)",0.5728346456692913
"[800, 1600)","[-0.6, 0)",0.4166666666666667
"[800, 1600)","[0, 0.6)",0.0
"[800, 1600)","[0.6, 1.2)",0.0
"[800, 1600)","[1.2, 1.8)",0.5342717258261934
"[800, 1600)","[1.8, 2.4)",0.4587378640776699
"[1600, 3200)","[-2.4, -1.8)",0.5
"[1600, 3200)","[-1.8, -1.2)",0.0
"[1600, 3200)","[-1.2, -0.6)",0.0
"[1600, 3200)","[-0.6, 0)",0.46449704142011833
"[1600, 3200)","[0, 0.6)",0.4482758620689655
"[1600, 3200)","[0.6, 1.2)",0.0
"[1600, 3200)","[1.2, 1.8)",0.0
"[1600, 3200)","[1.8, 2.4)",0.0
