pt,eta,efficiency
"[0, 300)","[0, 0.6)",0.7043756670224119
"[0, 300)","[0.6, 1.2)",0.6891045326127011
"[0, 300)","[1.2, 2.4)",0.5807005494505495
"[300, 600)","[0, 0.6)",0.7150063051702396
"[300, 600)","[0.6, 1.2)",0.6706991137994092
"[300, 600)","[1.2, 2.4)",0.5773331867648676
"[600, 1200)","[0, 0.6)",0.6538461538461539
"[600, 1200)","[0.6, 1.2)",0.6559640391716166
"[600, 1200)","[1.2, 2.4)",0.5723443223443223
