,p,M(p)
0,"[400, 500)",0.0660377358490566
1,"[500, 600)",0.14788732394366197
2,"[600, 800)",0.12953367875647667
3,"[800, 1000)",0.14754098360655737
4,"[1000, 1500)",0.051470588235294115
5,"[1500, 2000)",0.09090909090909091
6,"[2000, 3000)",0.058823529411764705
7,"[3000, 7000)",0.0
8,"[7000, 10000)",0.0
