pt,eta,efficiency
"[0, 300)","[0, 0.6)",0.06719252118025124
"[0, 300)","[0.6, 1.2)",0.08602825745682889
"[0, 300)","[1.2, 2.4)",0.14383561643835616
"[300, 600)","[0, 0.6)",0.06728653169014084
"[300, 600)","[0.6, 1.2)",0.09657477025898079
"[300, 600)","[1.2, 2.4)",0.12418300653594772
"[600, 1200)","[0, 0.6)",0.10872882036457078
"[600, 1200)","[0.6, 1.2)",0.15394736842105264
"[600, 1200)","[1.2, 2.4)",0.16
