pt,eta,efficiency
"[0, 300)","[0, 0.6)",0.5853658536585366
"[0, 300)","[0.6, 1.2)",0.6784313725490196
"[0, 300)","[1.2, 2.4)",0.7708920187793428
"[300, 600)","[0, 0.6)",0.6082474226804123
"[300, 600)","[0.6, 1.2)",0.7369062119366626
"[300, 600)","[1.2, 2.4)",0.7945736434108527
"[600, 1200)","[0, 0.6)",0.691358024691358
"[600, 1200)","[0.6, 1.2)",0.8380681818181818
"[600, 1200)","[1.2, 2.4)",0.9281767955801105
