0,"[0, 100)",0.0
1,"[100, 200)",0.0
2,"[200, 300)",0.0
3,"[300, 400)",0.0
4,"[400, 500)",0.05402275435330064
5,"[500, 600)",0.04710448691509707
6,"[600, 700)",0.04683412341605436
7,"[700, 800)",0.04970989011381331
8,"[800, 900)",0.0402651179813291
9,"[900, 1000)",0.04236692068856671
10,"[1000, 1100)",0.04048712093296983
11,"[1100, 1200)",0.03372939620680256
12,"[1200, 1300)",0.030659621752007107
13,"[1300, 1400)",0.04515190367344406
14,"[1400, 1500)",0.034272884994570194
15,"[1500, 1600)",0.03316851661003838
16,"[1600, 1700)",0.038437637234020675
17,"[1700, 1800)",0.03376973171350632
18,"[1800, 1900)",0.03355967740145528
19,"[1900, 2000)",0.02829966337290648
20,"[2000, 2100)",0.028237993702647627
21,"[2100, 2200)",0.033048541259399475
22,"[2200, 2300)",0.029527525490001198
23,"[2300, 2400)",0.03326642170028463
24,"[2400, 2500)",0.03171962933597832
25,"[2500, 2600)",0.022233490698033178
26,"[2600, 2700)",0.03147563592767697
27,"[2700, 2800)",0.021320690567067153
28,"[2800, 2900)",0.01671453794536088
29,"[2900, 3000)",0.04712479248152246
30,"[3000, 3100)",0.011066649980852205
31,"[3100, 3200)",0.007053517723334669
32,"[3200, 3300)",0.025979879570503645
33,"[3300, 3400)",0.017520244530637517
34,"[3400, 3500)",0.026597077651533057
35,"[3500, 3600)",0.01906812343869021
36,"[3600, 3700)",0.07042908617336041
37,"[3700, 3800)",0.08317343519999612
38,"[3800, 3900)",0.012938624711692173
39,"[3900, 4000)",0.04696842461243801
40,"[4000, 4100)",0.0
41,"[4100, 4200)",0.045894296143686356
42,"[4200, 4300)",0.007197990340051274
43,"[4300, 4400)",0.0
44,"[4400, 4500)",0.001782597308051821
45,"[4500, 4600)",0.0
46,"[4600, 4700)",0.13889571626302627
47,"[4700, 4800)",0.0
48,"[4800, 4900)",0.0
49,"[4900, 5000)",0.0
