,jetp bins,at0bcen,at0bfwd,at1bcen,at1bfwd,at2bcen,at2bfwd,pret0bcen,pret0bfwd,pret1bcen,pret1bfwd,pret2bcen,pret2bfwd,2t0bcen,2t0bfwd,2t1bcen,2t1bfwd,2t2bcen,2t2bfwd
0,400.0,-0.019557249290295356,0.1686092790441264,0.2693193320048781,0.15925319818988526,0.42827813200745646,0.6425035466696529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,500.0,0.5108784303104046,0.41787230856141055,0.28739762369940897,0.3183122886007448,0.4556165432702521,0.5510764508617734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,600.0,7.364736312486391,-2.3849986510891825,0.31112932921326913,0.3232185398374301,0.5309380059314018,0.4999079834038514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,800.0,2.4056276697443093,-0.21092231473304401,0.29646006203262476,0.3495467242054927,0.38729581073691705,0.5099283487703019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1000.0,0.6540156314588595,-0.24158443793580617,0.2981937681595791,0.19178752150436743,0.45283867131892147,0.35162665005641724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1500.0,18.95973739274706,-0.04824063267622128,0.3133412831587631,0.24581577649842298,0.40364713821184917,0.3249668066313348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2000.0,-1.5349429013695828,-0.21509723013037793,0.3168536774976446,0.1664475362651126,-5.255379517951401,0.5643346650517164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,3000.0,0.7331186770986573,0.0,1.454990420355651,0.15372492160945397,0.0,0.38294213099513247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
