pt,eta,efficiency
"[0, 300)","[0, 0.6)",0.25043377691261315
"[0, 300)","[0.6, 1.2)",0.3435224620491197
"[0, 300)","[1.2, 2.4)",0.5061647396072937
"[300, 600)","[0, 0.6)",0.26573757817620836
"[300, 600)","[0.6, 1.2)",0.3501796883865644
"[300, 600)","[1.2, 2.4)",0.49729806279151684
"[600, 1200)","[0, 0.6)",0.3493062555069604
"[600, 1200)","[0.6, 1.2)",0.48972190386779474
"[600, 1200)","[1.2, 2.4)",0.655327415434564
