pt,eta,efficiency
"[0, 200)","[-3, -2.4)",
"[0, 200)","[-2.4, -1.8)",0.0
"[0, 200)","[-1.8, -1.2)",inf
"[0, 200)","[-1.2, -0.6)",
"[0, 200)","[-0.6, 0)",
"[0, 200)","[0, 0.6)",
"[0, 200)","[0.6, 1.2)",
"[0, 200)","[1.2, 1.8)",
"[0, 200)","[1.8, 2.4)",
"[0, 200)","[2.4, 3)",
"[200, 400)","[-3, -2.4)",0.3333333333333333
"[200, 400)","[-2.4, -1.8)",0.49079754601226994
"[200, 400)","[-1.8, -1.2)",0.44886363636363635
"[200, 400)","[-1.2, -0.6)",0.4117647058823529
"[200, 400)","[-0.6, 0)",
"[200, 400)","[0, 0.6)",
"[200, 400)","[0.6, 1.2)",
"[200, 400)","[1.2, 1.8)",
"[200, 400)","[1.8, 2.4)",
"[200, 400)","[2.4, 3)",
"[400, 600)","[-3, -2.4)",-inf
"[400, 600)","[-2.4, -1.8)",0.44211409395973156
"[400, 600)","[-1.8, -1.2)",0.4030131826741996
"[400, 600)","[-1.2, -0.6)",0.42342342342342343
"[400, 600)","[-0.6, 0)",0.4444444444444444
"[400, 600)","[0, 0.6)",-0.0
"[400, 600)","[0.6, 1.2)",
"[400, 600)","[1.2, 1.8)",
"[400, 600)","[1.8, 2.4)",
"[400, 600)","[2.4, 3)",
"[600, 800)","[-3, -2.4)",0.21428571428571427
"[600, 800)","[-2.4, -1.8)",0.5199422486915719
"[600, 800)","[-1.8, -1.2)",0.4991394148020654
"[600, 800)","[-1.2, -0.6)",0.4925053533190578
"[600, 800)","[-0.6, 0)",0.53125
"[600, 800)","[0, 0.6)",0.0
"[600, 800)","[0.6, 1.2)",0.25
"[600, 800)","[1.2, 1.8)",0.0
"[600, 800)","[1.8, 2.4)",
"[600, 800)","[2.4, 3)",
"[800, 1000)","[-3, -2.4)",0.49056603773584906
"[800, 1000)","[-2.4, -1.8)",0.5479470024924571
"[800, 1000)","[-1.8, -1.2)",0.49656642197489936
"[800, 1000)","[-1.2, -0.6)",0.4263456090651558
"[800, 1000)","[-0.6, 0)",0.40869565217391307
"[800, 1000)","[0, 0.6)",0.15
"[800, 1000)","[0.6, 1.2)",0.5454545454545454
"[800, 1000)","[1.2, 1.8)",-inf
"[800, 1000)","[1.8, 2.4)",0.3333333333333333
"[800, 1000)","[2.4, 3)",0.5
"[1000, 1200)","[-3, -2.4)",0.4583333333333333
"[1000, 1200)","[-2.4, -1.8)",0.5432601030648223
"[1000, 1200)","[-1.8, -1.2)",0.46702400372873454
"[1000, 1200)","[-1.2, -0.6)",0.4
"[1000, 1200)","[-0.6, 0)",0.4636363636363636
"[1000, 1200)","[0, 0.6)",0.2857142857142857
"[1000, 1200)","[0.6, 1.2)",1.0
"[1000, 1200)","[1.2, 1.8)",0.5
"[1000, 1200)","[1.8, 2.4)",
"[1000, 1200)","[2.4, 3)",1.0
"[1200, 1400)","[-3, -2.4)",0.1875
"[1200, 1400)","[-2.4, -1.8)",0.5107226527302217
"[1200, 1400)","[-1.8, -1.2)",0.4994430003713331
"[1200, 1400)","[-1.2, -0.6)",0.4106666666666667
"[1200, 1400)","[-0.6, 0)",0.5540540540540541
"[1200, 1400)","[0, 0.6)",0.5882352941176471
"[1200, 1400)","[0.6, 1.2)",0.25
"[1200, 1400)","[1.2, 1.8)",1.0
"[1200, 1400)","[1.8, 2.4)",
"[1200, 1400)","[2.4, 3)",
"[1400, 1600)","[-3, -2.4)",0.16666666666666666
"[1400, 1600)","[-2.4, -1.8)",0.42561499414291293
"[1400, 1600)","[-1.8, -1.2)",0.4547848990342406
"[1400, 1600)","[-1.2, -0.6)",0.35036496350364965
"[1400, 1600)","[-0.6, 0)",0.25
"[1400, 1600)","[0, 0.6)",0.0
"[1400, 1600)","[0.6, 1.2)",
"[1400, 1600)","[1.2, 1.8)",
"[1400, 1600)","[1.8, 2.4)",
"[1400, 1600)","[2.4, 3)",
"[1600, 1800)","[-3, -2.4)",0.0
"[1600, 1800)","[-2.4, -1.8)",0.33268101761252444
"[1600, 1800)","[-1.8, -1.2)",0.44508670520231214
"[1600, 1800)","[-1.2, -0.6)",0.21052631578947367
"[1600, 1800)","[-0.6, 0)",
"[1600, 1800)","[0, 0.6)",
"[1600, 1800)","[0.6, 1.2)",
"[1600, 1800)","[1.2, 1.8)",
"[1600, 1800)","[1.8, 2.4)",
"[1600, 1800)","[2.4, 3)",
"[1800, 2000)","[-3, -2.4)",
"[1800, 2000)","[-2.4, -1.8)",0.35714285714285715
"[1800, 2000)","[-1.8, -1.2)",0.5
"[1800, 2000)","[-1.2, -0.6)",
"[1800, 2000)","[-0.6, 0)",
"[1800, 2000)","[0, 0.6)",
"[1800, 2000)","[0.6, 1.2)",
"[1800, 2000)","[1.2, 1.8)",
"[1800, 2000)","[1.8, 2.4)",
"[1800, 2000)","[2.4, 3)",
