,p,M(p)
0,"[400, 500)",0.24873096446700507
1,"[500, 600)",0.29004854368932037
2,"[600, 800)",0.32666666666666666
3,"[800, 1000)",0.3293591654247392
4,"[1000, 1500)",0.291981845688351
5,"[1500, 2000)",0.2621359223300971
6,"[2000, 3000)",0.2898550724637681
7,"[3000, 7000)",0.3333333333333333
8,"[7000, 10000)",0.0
