,p,M(p)
0,"[400, 500)",0.3558215451577802
1,"[500, 600)",0.4632009345794392
2,"[600, 800)",0.5120609394837071
3,"[800, 1000)",0.5329566854990584
4,"[1000, 1500)",0.47316538882803943
5,"[1500, 2000)",0.5753424657534246
6,"[2000, 3000)",0.5862068965517241
7,"[3000, 7000)",1.0
8,"[7000, 10000)",0.0
