,p,M(p)
0,"[400, 500)",0.2857142857142857
1,"[500, 600)",0.4
2,"[600, 800)",0.3230769230769231
3,"[800, 1000)",0.3835616438356164
4,"[1000, 1500)",0.3076923076923077
5,"[1500, 2000)",0.41911764705882354
6,"[2000, 3000)",0.30357142857142855
7,"[3000, 7000)",0.25
8,"[7000, 10000)",0.0
