,p,M(p)
0,"[400, 450)",0.046296296296296294
1,"[450, 500)",0.046072838964458095
2,"[500, 550)",0.04647232784114914
3,"[550, 600)",0.048828125
4,"[600, 650)",0.041204170871173895
5,"[650, 700)",0.04612850082372323
6,"[700, 750)",0.04349593495934959
7,"[750, 800)",0.0397444996451384
8,"[800, 850)",0.033507853403141365
9,"[850, 900)",0.03529411764705882
10,"[900, 950)",0.03466148364107548
11,"[950, 1000)",0.038519072550486165
12,"[1000, 1100)",0.02887193235718705
13,"[1100, 1200)",0.028578407425500732
14,"[1200, 1300)",0.029387302467424454
15,"[1300, 1400)",0.035797149486244614
16,"[1400, 1500)",0.03441962651043574
17,"[1500, 1600)",0.03435430463576159
18,"[1600, 1700)",0.035555555555555556
19,"[1700, 1800)",0.029983342587451417
20,"[1800, 1900)",0.027599486521181
21,"[1900, 2000)",0.030627871362940276
22,"[2000, 2500)",0.0380460310004697
23,"[2500, 3000)",0.02944507361268403
24,"[3000, 3500)",0.0275049115913556
25,"[3500, 4000)",0.02830188679245283
26,"[4000, 5000)",0.0
27,"[5000, 7000)",0.0
