,p,M(p)
0,"[400, 450)",0.1111111111111111
1,"[450, 500)",0.10638297872340426
2,"[500, 550)",0.09064327485380116
3,"[550, 600)",0.07317073170731707
4,"[600, 650)",0.10290237467018469
5,"[650, 700)",0.09703504043126684
6,"[700, 750)",0.08722741433021806
7,"[750, 800)",0.09282700421940929
8,"[800, 850)",0.09547738693467336
9,"[850, 900)",0.06578947368421052
10,"[900, 950)",0.12666666666666668
11,"[950, 1000)",0.08496732026143791
12,"[1000, 1100)",0.0593607305936073
13,"[1100, 1200)",0.0851063829787234
14,"[1200, 1300)",0.09574468085106383
15,"[1300, 1400)",0.04054054054054054
16,"[1400, 1500)",0.03389830508474576
17,"[1500, 1600)",0.07317073170731707
18,"[1600, 1700)",0.022727272727272728
19,"[1700, 1800)",0.0967741935483871
20,"[1800, 1900)",0.045454545454545456
21,"[1900, 2000)",0.06666666666666667
22,"[2000, 2500)",0.0
23,"[2500, 3000)",0.25
24,"[3000, 3500)",0.0
25,"[3500, 4000)",0.0
26,"[4000, 5000)",0.0
27,"[5000, 7000)",0.0
