,p,M(p)
0,"[400, 450)",0.05405405405405406
1,"[450, 500)",0.06378378378378378
2,"[500, 550)",0.06387546967257113
3,"[550, 600)",0.05149501661129568
4,"[600, 650)",0.057373737373737375
5,"[650, 700)",0.05990990990990991
6,"[700, 750)",0.05578300921187308
7,"[750, 800)",0.060058309037900874
8,"[800, 850)",0.05493050959629384
9,"[850, 900)",0.055100521221146684
10,"[900, 950)",0.05052974735126324
11,"[950, 1000)",0.052100840336134456
12,"[1000, 1100)",0.03421461897356143
13,"[1100, 1200)",0.04882571075401731
14,"[1200, 1300)",0.03225806451612903
15,"[1300, 1400)",0.032520325203252036
16,"[1400, 1500)",0.02725563909774436
17,"[1500, 1600)",0.054140127388535034
18,"[1600, 1700)",0.04332552693208431
19,"[1700, 1800)",0.03908355795148248
20,"[1800, 1900)",0.033386327503974564
21,"[1900, 2000)",0.03442340791738382
22,"[2000, 2500)",0.03833333333333333
23,"[2500, 3000)",0.05668016194331984
24,"[3000, 3500)",0.05181347150259067
25,"[3500, 4000)",0.02564102564102564
26,"[4000, 5000)",0.0
27,"[5000, 7000)",0.0
