,p,M(p)
0,"[400, 500)",0.07692307692307693
1,"[500, 600)",0.13333333333333333
2,"[600, 800)",0.07142857142857142
3,"[800, 1000)",0.0
4,"[1000, 1500)",0.3333333333333333
5,"[1500, 2000)",1.0
6,"[2000, 3000)",0.0
7,"[3000, 7000)",0.0
8,"[7000, 10000)",0.0
