,p,M(p)
0,"[400, 500)",0.012896406191469045
1,"[500, 600)",0.013982112765991804
2,"[600, 800)",0.01555228838551029
3,"[800, 1000)",0.015824696228538663
4,"[1000, 1500)",0.01987393105097878
5,"[1500, 2000)",0.022919178674467394
6,"[2000, 3000)",0.037549139949229135
7,"[3000, 7000)",0.02581000843186973
8,"[7000, 10000)",1.0
