,p,M(p)
0,"[400, 500)",0.26
1,"[500, 600)",0.39805825242718446
2,"[600, 800)",0.3968871595330739
3,"[800, 1000)",0.4166666666666667
4,"[1000, 1500)",0.38392857142857145
5,"[1500, 2000)",0.4444444444444444
6,"[2000, 3000)",0.5714285714285714
7,"[3000, 7000)",0.0
8,"[7000, 10000)",0.0
