,p,M(p)
0,"[400, 450)",0.04571728849185497
1,"[450, 500)",0.04482463644140291
2,"[500, 550)",0.04908365088005807
3,"[550, 600)",0.04381443298969072
4,"[600, 650)",0.04138851802403204
5,"[650, 700)",0.04157720085887175
6,"[700, 750)",0.0374527545527431
7,"[750, 800)",0.035975189524465885
8,"[800, 850)",0.03440691280439906
9,"[850, 900)",0.03065907839177529
10,"[900, 950)",0.03406271148206632
11,"[950, 1000)",0.029465449804432855
12,"[1000, 1100)",0.03065765617273776
13,"[1100, 1200)",0.03455105633802817
14,"[1200, 1300)",0.033568406205923836
15,"[1300, 1400)",0.025554302893649003
16,"[1400, 1500)",0.032794909446891826
17,"[1500, 1600)",0.030434782608695653
18,"[1600, 1700)",0.028145695364238412
19,"[1700, 1800)",0.027083333333333334
20,"[1800, 1900)",0.031506849315068496
21,"[1900, 2000)",0.02533783783783784
22,"[2000, 2500)",0.025925925925925925
23,"[2500, 3000)",0.02857142857142857
24,"[3000, 3500)",0.0
25,"[3500, 4000)",0.0
26,"[4000, 5000)",0.0
27,"[5000, 7000)",0.0
