,p,M(p)
0,"[400, 500)",0.409652076318743
1,"[500, 600)",0.44375
2,"[600, 800)",0.4246575342465753
3,"[800, 1000)",0.367003367003367
4,"[1000, 1500)",0.3384615384615385
5,"[1500, 2000)",0.32
6,"[2000, 3000)",0.16666666666666666
7,"[3000, 7000)",0.0
8,"[7000, 10000)",0.0
