,p,M(p)
0,"[400, 450)",0.04773326936915327
1,"[450, 500)",0.0490324112548973
2,"[500, 550)",0.05167380303620086
3,"[550, 600)",0.05009373047281816
4,"[600, 650)",0.047269280890889706
5,"[650, 700)",0.04656254561377901
6,"[700, 750)",0.04495726495726496
7,"[750, 800)",0.043451526952244315
8,"[800, 850)",0.03626943005181347
9,"[850, 900)",0.04640371229698376
10,"[900, 950)",0.0407098121085595
11,"[950, 1000)",0.03571428571428571
12,"[1000, 1100)",0.0364131781025514
13,"[1100, 1200)",0.033311561071195296
14,"[1200, 1300)",0.03087192323738006
15,"[1300, 1400)",0.03213507625272331
16,"[1400, 1500)",0.03692762186115214
17,"[1500, 1600)",0.042735042735042736
18,"[1600, 1700)",0.029953917050691243
19,"[1700, 1800)",0.039764359351988215
20,"[1800, 1900)",0.038461538461538464
21,"[1900, 2000)",0.01891891891891892
22,"[2000, 2500)",0.027085590465872156
23,"[2500, 3000)",0.024630541871921183
24,"[3000, 3500)",0.0
25,"[3500, 4000)",0.0
26,"[4000, 5000)",0.0
27,"[5000, 7000)",0.0
