,p,M(p)
0,"[400, 450)",0.05257393209200438
1,"[450, 500)",0.06021341463414634
2,"[500, 550)",0.05414723179882377
3,"[550, 600)",0.057208237986270026
4,"[600, 650)",0.05560704355885079
5,"[650, 700)",0.049408783783783786
6,"[700, 750)",0.05241414923831655
7,"[750, 800)",0.04713178294573643
8,"[800, 850)",0.048132183908045974
9,"[850, 900)",0.0570120682480233
10,"[900, 950)",0.041666666666666664
11,"[950, 1000)",0.04608294930875576
12,"[1000, 1100)",0.03982136211388165
13,"[1100, 1200)",0.03587443946188341
14,"[1200, 1300)",0.04334170854271357
15,"[1300, 1400)",0.04407951598962835
16,"[1400, 1500)",0.03197353914002205
17,"[1500, 1600)",0.037815126050420166
18,"[1600, 1700)",0.028901734104046242
19,"[1700, 1800)",0.03282275711159737
20,"[1800, 1900)",0.04709141274238227
21,"[1900, 2000)",0.027131782945736434
22,"[2000, 2500)",0.038112522686025406
23,"[2500, 3000)",0.036036036036036036
24,"[3000, 3500)",0.0625
25,"[3500, 4000)",0.0
26,"[4000, 5000)",0.0
27,"[5000, 7000)",0.0
