,p,M(p)
0,"[400, 450)",0.0622568093385214
1,"[450, 500)",0.06549628629304524
2,"[500, 550)",0.05378096479791395
3,"[550, 600)",0.0622620989668298
4,"[600, 650)",0.05317417254476397
5,"[650, 700)",0.056416615003099815
6,"[700, 750)",0.05858511422254974
7,"[750, 800)",0.05565449688334818
8,"[800, 850)",0.046090108751942
9,"[850, 900)",0.0535931790499391
10,"[900, 950)",0.040172166427546625
11,"[950, 1000)",0.03923205342237062
12,"[1000, 1100)",0.043149946062567425
13,"[1100, 1200)",0.04205946337926034
14,"[1200, 1300)",0.04311152764761012
15,"[1300, 1400)",0.03713188220230474
16,"[1400, 1500)",0.03685897435897436
17,"[1500, 1600)",0.034334763948497854
18,"[1600, 1700)",0.056818181818181816
19,"[1700, 1800)",0.05426356589147287
20,"[1800, 1900)",0.024390243902439025
21,"[1900, 2000)",0.050314465408805034
22,"[2000, 2500)",0.024930747922437674
23,"[2500, 3000)",0.05263157894736842
24,"[3000, 3500)",0.0
25,"[3500, 4000)",0.5
26,"[4000, 5000)",0.0
27,"[5000, 7000)",0.0
