,p,M(p)
0,"[400, 500)",0.38915428531086166
1,"[500, 600)",0.5720817363364141
2,"[600, 800)",0.27593489597727966
3,"[800, 1000)",0.4375969142704841
4,"[1000, 1500)",0.4695535117823907
5,"[1500, 2000)",0.434540833657112
6,"[2000, 3000)",0.5054175329887881
7,"[3000, 7000)",0.6315579563939765
8,"[7000, 10000)",0.0
