,p,M(p)
0,"[400, 500)",0.3353846153846154
1,"[500, 600)",0.21573604060913704
2,"[600, 800)",0.23679999999999998
3,"[800, 1000)",0.27478753541076484
4,"[1000, 1500)",0.19294117647058823
5,"[1500, 2000)",0.16249999999999998
6,"[2000, 3000)",0.15384615384615388
7,"[3000, 7000)",0.0
