,p,M(p)
0,"[400, 450)",0.056910569105691054
1,"[450, 500)",0.05765407554671968
2,"[500, 550)",0.06290672451193059
3,"[550, 600)",0.057617728531855955
4,"[600, 650)",0.06734750207010765
5,"[650, 700)",0.050505050505050504
6,"[700, 750)",0.046771378708551484
7,"[750, 800)",0.04940239043824701
8,"[800, 850)",0.04419889502762431
9,"[850, 900)",0.04156234351527291
10,"[900, 950)",0.044340723453908985
11,"[950, 1000)",0.04460966542750929
12,"[1000, 1100)",0.047942754919499106
13,"[1100, 1200)",0.03375162267416703
14,"[1200, 1300)",0.03975390440132513
15,"[1300, 1400)",0.03995680345572354
16,"[1400, 1500)",0.03786057692307692
17,"[1500, 1600)",0.030653950953678476
18,"[1600, 1700)",0.05372217958557176
19,"[1700, 1800)",0.04696840307429547
20,"[1800, 1900)",0.03825717321997875
21,"[1900, 2000)",0.0399002493765586
22,"[2000, 2500)",0.04361493123772102
23,"[2500, 3000)",0.0390625
24,"[3000, 3500)",0.03409090909090909
25,"[3500, 4000)",0.025
26,"[4000, 5000)",0.1111111111111111
27,"[5000, 7000)",0.0
