,p,M(p)
0,"[400, 500)",1.0
1,"[500, 600)",1.0
2,"[600, 800)",1.0
3,"[800, 1000)",1.0
4,"[1000, 1500)",1.0
5,"[1500, 2000)",1.0
6,"[2000, 3000)",0.0
7,"[3000, 7000)",1.0
