,p,M(p)
0,"[400, 500)",0.1875
1,"[500, 600)",0.29310344827586204
2,"[600, 800)",0.4
3,"[800, 1000)",0.3310810810810811
4,"[1000, 1500)",0.34085778781038373
5,"[1500, 2000)",0.3073005093378608
6,"[2000, 3000)",0.34289617486338797
7,"[3000, 7000)",0.30714285714285716
8,"[7000, 10000)",0.0
