,p,M(p)
0,"[400, 500)",0.6011904761904762
1,"[500, 600)",0.5959183673469388
2,"[600, 800)",0.6733067729083665
3,"[800, 1000)",0.6119402985074627
4,"[1000, 1500)",0.7191780821917808
5,"[1500, 2000)",0.6410256410256411
6,"[2000, 3000)",0.6666666666666666
7,"[3000, 7000)",0.0
8,"[7000, 10000)",0.0
