pt,eta,efficiency
"[0, 300)","[0, 0.6)",0.17982456140350878
"[0, 300)","[0.6, 1.2)",0.27001862197392923
"[0, 300)","[1.2, 2.4)",0.29269949066213924
"[300, 600)","[0, 0.6)",0.2708333333333333
"[300, 600)","[0.6, 1.2)",0.29132569558101473
"[300, 600)","[1.2, 2.4)",0.3240343347639485
"[600, 1200)","[0, 0.6)",0.25757575757575757
"[600, 1200)","[0.6, 1.2)",0.338654503990878
"[600, 1200)","[1.2, 2.4)",0.391875
