pt,eta,efficiency
"[0, 300)","[0, 0.6)",0.2845528455284553
"[0, 300)","[0.6, 1.2)",0.2980392156862745
"[0, 300)","[1.2, 2.4)",0.29671361502347415
"[300, 600)","[0, 0.6)",0.23711340206185566
"[300, 600)","[0.6, 1.2)",0.30085261875761266
"[300, 600)","[1.2, 2.4)",0.3449612403100775
"[600, 1200)","[0, 0.6)",0.2962962962962963
"[600, 1200)","[0.6, 1.2)",0.3536931818181818
"[600, 1200)","[1.2, 2.4)",0.4171270718232044
