pt,eta,efficiency
"[0, 200)","[-2.4, -1.8)",0.4
"[0, 200)","[-1.8, -1.2)",0.10441941074523396
"[0, 200)","[-1.2, -0.6)",0.11216216216216217
"[0, 200)","[-0.6, 0)",0.5
"[0, 200)","[0, 0.6)",0.0
"[0, 200)","[0.6, 1.2)",0.018518518518518517
"[0, 200)","[1.2, 1.8)",0.09832456891280421
"[0, 200)","[1.8, 2.4)",0.11350934669493158
"[200, 400)","[-2.4, -1.8)",0.15517241379310345
"[200, 400)","[-1.8, -1.2)",0.0
"[200, 400)","[-1.2, -0.6)",0.0990990990990991
"[200, 400)","[-0.6, 0)",0.10457476205096715
"[200, 400)","[0, 0.6)",0.09914211719002913
"[200, 400)","[0.6, 1.2)",0.0946969696969697
"[200, 400)","[1.2, 1.8)",0.0
"[200, 400)","[1.8, 2.4)",0.08888888888888889
"[400, 800)","[-2.4, -1.8)",0.09044561933534744
"[400, 800)","[-1.8, -1.2)",0.08449148107228005
"[400, 800)","[-1.2, -0.6)",0.11702127659574468
"[400, 800)","[-0.6, 0)",0.0
"[400, 800)","[0, 0.6)",0.05555555555555555
"[400, 800)","[0.6, 1.2)",0.0887830637936725
"[400, 800)","[1.2, 1.8)",0.08514093492634266
"[400, 800)","[1.8, 2.4)",0.08620689655172414
"[800, 1600)","[-2.4, -1.8)",0.0
"[800, 1600)","[-1.8, -1.2)",0.07142857142857142
"[800, 1600)","[-1.2, -0.6)",0.10539798719121683
"[800, 1600)","[-0.6, 0)",0.10349320087940722
"[800, 1600)","[0, 0.6)",0.14186851211072665
"[800, 1600)","[0.6, 1.2)",0.0
"[800, 1600)","[1.2, 1.8)",0.05172413793103448
"[800, 1600)","[1.8, 2.4)",0.09938330170777988
"[1600, 3200)","[-2.4, -1.8)",0.104550582925912
"[1600, 3200)","[-1.8, -1.2)",0.03508771929824561
"[1600, 3200)","[-1.2, -0.6)",0.0
"[1600, 3200)","[-0.6, 0)",0.18181818181818182
"[1600, 3200)","[0, 0.6)",0.10101476014760148
"[1600, 3200)","[0.6, 1.2)",0.11363636363636363
"[1600, 3200)","[1.2, 1.8)",0.0
"[1600, 3200)","[1.8, 2.4)",0.0
