pt,eta,efficiency
"[0, 300)","[0, 0.6)",0.2160145028807041
"[0, 300)","[0.6, 1.2)",0.2482236120455824
"[0, 300)","[1.2, 2.4)",0.25975135728275217
"[300, 600)","[0, 0.6)",0.23303286739794973
"[300, 600)","[0.6, 1.2)",0.25053163820498975
"[300, 600)","[1.2, 2.4)",0.25504794626247884
"[600, 1200)","[0, 0.6)",0.22237065628790068
"[600, 1200)","[0.6, 1.2)",0.27661805674667517
"[600, 1200)","[1.2, 2.4)",0.27310474493749354
