pt,eta,efficiency
"[0, 80)","[0, 0.096)",0.0
"[0, 80)","[0.096, 0.192)",0.0
"[0, 80)","[0.192, 0.288)",0.18087274412884202
"[0, 80)","[0.288, 0.384)",0.1750239657204859
"[0, 80)","[0.384, 0.48)",0.2264965038672539
"[0, 80)","[0.48, 0.576)",0.21510202813587215
"[0, 80)","[0.576, 0.672)",0.21946986088616882
"[0, 80)","[0.672, 0.768)",0.23310933025679
"[0, 80)","[0.768, 0.864)",0.2489236647983521
"[0, 80)","[0.864, 0.96)",0.2658945987454604
"[0, 80)","[0.96, 1.056)",0.24331195700476818
"[0, 80)","[1.056, 1.152)",0.23123146315086351
"[0, 80)","[1.152, 1.248)",0.21710623052429226
"[0, 80)","[1.248, 1.344)",0.24820172771246432
"[0, 80)","[1.344, 1.44)",0.3126403801934259
"[0, 80)","[1.44, 1.536)",0.2543174115642711
"[0, 80)","[1.536, 1.632)",0.22187829160957612
"[0, 80)","[1.632, 1.728)",0.2545137776882203
"[0, 80)","[1.728, 1.824)",0.25502093945994986
"[0, 80)","[1.824, 1.92)",0.24997156469466636
"[0, 80)","[1.92, 2.016)",0.24559349014407744
"[0, 80)","[2.016, 2.112)",0.24690532432944748
"[0, 80)","[2.112, 2.208)",0.23728030951828738
"[0, 80)","[2.208, 2.304)",0.30604880749832847
"[0, 80)","[2.304, 2.4)",0.25108541782023963
"[80, 160)","[0, 0.096)",0.0
"[80, 160)","[0.096, 0.192)",0.0
"[80, 160)","[0.192, 0.288)",0.18992511919852856
"[80, 160)","[0.288, 0.384)",0.2051474979047247
"[80, 160)","[0.384, 0.48)",0.25369640425547
"[80, 160)","[0.48, 0.576)",0.23150322792120287
"[80, 160)","[0.576, 0.672)",0.21643221310956298
"[80, 160)","[0.672, 0.768)",0.22205391815347666
"[80, 160)","[0.768, 0.864)",0.25058967616642497
"[80, 160)","[0.864, 0.96)",0.2429903226214541
"[80, 160)","[0.96, 1.056)",0.23015106901210255
"[80, 160)","[1.056, 1.152)",0.28499558399639624
"[80, 160)","[1.152, 1.248)",0.2547628253957841
"[80, 160)","[1.248, 1.344)",0.21235659860163378
"[80, 160)","[1.344, 1.44)",0.244843248909663
"[80, 160)","[1.44, 1.536)",0.1928098217379923
"[80, 160)","[1.536, 1.632)",0.21485326180006956
"[80, 160)","[1.632, 1.728)",0.27623761609685943
"[80, 160)","[1.728, 1.824)",0.26657505938901443
"[80, 160)","[1.824, 1.92)",0.24832293853761522
"[80, 160)","[1.92, 2.016)",0.2585046037379595
"[80, 160)","[2.016, 2.112)",0.2753972505377914
"[80, 160)","[2.112, 2.208)",0.21360653773777177
"[80, 160)","[2.208, 2.304)",0.2484324807262944
"[80, 160)","[2.304, 2.4)",0.31371000263225635
"[160, 240)","[0, 0.096)",0.0
"[160, 240)","[0.096, 0.192)",0.0
"[160, 240)","[0.192, 0.288)",0.14304263847066706
"[160, 240)","[0.288, 0.384)",0.21431026970215689
"[160, 240)","[0.384, 0.48)",0.2484731413018552
"[160, 240)","[0.48, 0.576)",0.21704579158260814
"[160, 240)","[0.576, 0.672)",0.23981046107081888
"[160, 240)","[0.672, 0.768)",0.32313803322403
"[160, 240)","[0.768, 0.864)",0.28567611821600014
"[160, 240)","[0.864, 0.96)",0.26424713186530463
"[160, 240)","[0.96, 1.056)",0.25400291884911097
"[160, 240)","[1.056, 1.152)",0.2728563806350821
"[160, 240)","[1.152, 1.248)",0.24081912260089774
"[160, 240)","[1.248, 1.344)",0.2511875046480966
"[160, 240)","[1.344, 1.44)",0.2034949142486959
"[160, 240)","[1.44, 1.536)",0.25027636021772104
"[160, 240)","[1.536, 1.632)",0.25275572904968086
"[160, 240)","[1.632, 1.728)",0.2674350704656078
"[160, 240)","[1.728, 1.824)",0.2885846692998326
"[160, 240)","[1.824, 1.92)",0.2452451096854454
"[160, 240)","[1.92, 2.016)",0.28442787264585495
"[160, 240)","[2.016, 2.112)",0.263240766322403
