,p,M(p)
0,"(400.0, 500.0)",0.031885357820244487
1,"(500.0, 600.0)",0.03176568131786813
2,"(600.0, 800.0)",0.03580395611097456
3,"(800.0, 1000.0)",0.041695953834956535
4,"(1000.0, 1500.0)",0.04656707114388114
5,"(1500.0, 2000.0)",0.05172393240653865
6,"(2000.0, 3000.0)",0.05399434617089777
7,"(3000.0, 7000.0)",0.07641533896523424
8,"(7000.0, 10000.0)",0.0
