,p,M(p)
0,"(400.0, 500.0)",0.04567939008909797
1,"(500.0, 600.0)",0.14642903442104185
2,"(600.0, 800.0)",0.053037191034742755
3,"(800.0, 1000.0)",0.03286204069669225
4,"(1000.0, 1500.0)",0.04981888452924294
5,"(1500.0, 2000.0)",0.05114003370004019
6,"(2000.0, 3000.0)",0.03217105880937103
7,"(3000.0, 7000.0)",0.0
8,"(7000.0, 10000.0)",0.0
