,p,M(p)
0,"(400.0, 500.0)",0.10344827586206896
1,"(500.0, 600.0)",0.10821998817267889
2,"(600.0, 800.0)",0.11458979465247625
3,"(800.0, 1000.0)",0.12651317351056254
4,"(1000.0, 1500.0)",0.14299833220087713
5,"(1500.0, 2000.0)",0.16854438936457863
6,"(2000.0, 3000.0)",0.18429807052561545
7,"(3000.0, 7000.0)",0.18840579710144928
8,"(7000.0, 10000.0)",0.0
