,p,M(p)
0,"[400, 500)",0.3810123592852082
1,"[500, 600)",0.44997105110795305
2,"[600, 800)",0.46587490102929535
3,"[800, 1000)",0.45539261720725277
4,"[1000, 1500)",0.45224960156920435
5,"[1500, 2000)",0.47565157750342935
6,"[2000, 3000)",0.5227568270481144
7,"[3000, 7000)",0.5875
8,"[7000, 10000)",0.0
