,p,M(p)
0,"[400, 500)",0.233729216152019
1,"[500, 600)",0.29695079695079696
2,"[600, 800)",0.3014697236919459
3,"[800, 1000)",0.2861574253586662
4,"[1000, 1500)",0.24443810610382202
5,"[1500, 2000)",0.24391005621486572
6,"[2000, 3000)",0.254614549402823
7,"[3000, 7000)",0.2689075630252101
8,"[7000, 10000)",0.0
