,p,M(p)
0,"(400.0, 500.0)",0.625
1,"(500.0, 600.0)",0.375
2,"(600.0, 800.0)",0.43333333333333335
3,"(800.0, 1000.0)",0.2222222222222222
4,"(1000.0, 1500.0)",0.4166666666666667
5,"(1500.0, 2000.0)",0.0
6,"(2000.0, 3000.0)",0.0
7,"(3000.0, 7000.0)",0.0
8,"(7000.0, 10000.0)",0.0
