,p,M(p)
0,"(400.0, 500.0)",0.07837059267039309
1,"(500.0, 600.0)",0.10231233710360864
2,"(600.0, 800.0)",0.07312794562259403
3,"(800.0, 1000.0)",0.08640758675348648
4,"(1000.0, 1500.0)",0.07225983789324368
5,"(1500.0, 2000.0)",0.00998269034888859
6,"(2000.0, 3000.0)",0.26052969170692136
7,"(3000.0, 7000.0)",0.0
8,"(7000.0, 10000.0)",0.0
