,p,M(p)
0,"(400.0, 500.0)",0.09077032773025011
1,"(500.0, 600.0)",0.09258191673120827
2,"(600.0, 800.0)",0.07427531080336013
3,"(800.0, 1000.0)",0.08318927383924794
4,"(1000.0, 1500.0)",0.09231496130224978
5,"(1500.0, 2000.0)",0.09192917555517531
6,"(2000.0, 3000.0)",0.10258662058095526
7,"(3000.0, 7000.0)",0.12381451896329129
8,"(7000.0, 10000.0)",0.0
