,p,M(p)
0,"(400.0, 500.0)",0.044214933640254014
1,"(500.0, 600.0)",0.04152003926146711
2,"(600.0, 800.0)",0.038631318218930115
3,"(800.0, 1000.0)",0.033435786910268495
4,"(1000.0, 1500.0)",0.029557548331702228
5,"(1500.0, 2000.0)",0.028232317195483556
6,"(2000.0, 3000.0)",0.03003248171864921
7,"(3000.0, 7000.0)",0.029251701700102377
8,"(7000.0, 10000.0)",0.0
