,p,M(p)
0,"(400.0, 500.0)",0.04554677680107758
1,"(500.0, 600.0)",0.04354933366085491
2,"(600.0, 800.0)",0.03905673423489838
3,"(800.0, 1000.0)",0.032777521061522714
4,"(1000.0, 1500.0)",0.03032895085247211
5,"(1500.0, 2000.0)",0.027941914450574624
6,"(2000.0, 3000.0)",0.02934806121264156
7,"(3000.0, 7000.0)",0.02818733039192907
8,"(7000.0, 10000.0)",0.0
