,p,M(p)
0,"(400.0, 500.0)",0.031867045230324874
1,"(500.0, 600.0)",0.03266703984223385
2,"(600.0, 800.0)",0.03620600584484069
3,"(800.0, 1000.0)",0.03984164939536225
4,"(1000.0, 1500.0)",0.04532549110623684
5,"(1500.0, 2000.0)",0.04873935742847467
6,"(2000.0, 3000.0)",0.0572919952092265
7,"(3000.0, 7000.0)",0.07269332820869968
8,"(7000.0, 10000.0)",0.0
